,State,District,Year,Crime_Type,Cases_Reported,Chargesheeted,Convictions,Population,Crime_Rate_per_100k,Latitude,Longitude,Risk_Level,Safety_Score
124,Uttar Pradesh,Kanpur Nagar,2016,Robbery,965,889,573,4685861,20.59,26.4410107,80.2652803,Medium,85.74494599833841
125,Uttar Pradesh,Kanpur Nagar,2016,Assault,425,346,178,4685861,9.07,26.4410107,80.2652803,Low,93.72057601772363
126,Uttar Pradesh,Kanpur Nagar,2016,Burglary,1155,760,507,4685861,24.65,26.4410107,80.2652803,High,82.93409027970091
127,Uttar Pradesh,Kanpur Nagar,2016,Cybercrime,540,399,292,4685861,11.52,26.4410107,80.2652803,Low,92.0243699806148
128,Uttar Pradesh,Kanpur Nagar,2016,Dowry Deaths,765,609,258,4685861,16.33,26.4410107,80.2652803,Low,88.69426751592357
129,Uttar Pradesh,Kanpur Nagar,2016,Fraud,939,766,569,4685861,20.04,26.4410107,80.2652803,Medium,86.12572694544447
130,Uttar Pradesh,Kanpur Nagar,2017,Murder,224,203,93,4685861,4.78,26.4410107,80.2652803,Low,96.69066740515093
131,Uttar Pradesh,Kanpur Nagar,2017,Rape,770,540,241,4685861,16.43,26.4410107,80.2652803,Low,88.62503461644974
132,Uttar Pradesh,Kanpur Nagar,2017,Kidnapping,131,100,49,4685861,2.8,26.4410107,80.2652803,Low,98.06147881473277
133,Uttar Pradesh,Kanpur Nagar,2017,Theft,329,310,134,4685861,7.02,26.4410107,80.2652803,Low,95.13985045693714
134,Uttar Pradesh,Kanpur Nagar,2017,Robbery,137,119,57,4685861,2.92,26.4410107,80.2652803,Low,97.97839933536416
135,Uttar Pradesh,Kanpur Nagar,2017,Assault,922,761,557,4685861,19.68,26.4410107,80.2652803,Low,86.37496538355026
136,Uttar Pradesh,Kanpur Nagar,2017,Burglary,936,856,387,4685861,19.97,26.4410107,80.2652803,Low,86.17418997507616
137,Uttar Pradesh,Kanpur Nagar,2017,Cybercrime,661,490,177,4685861,14.11,26.4410107,80.2652803,Low,90.23123788424259
138,Uttar Pradesh,Kanpur Nagar,2017,Dowry Deaths,947,882,316,4685861,20.21,26.4410107,80.2652803,Medium,86.00803101633896
139,Uttar Pradesh,Kanpur Nagar,2017,Fraud,847,790,384,4685861,18.08,26.4410107,80.2652803,Low,87.48269177513154
140,Uttar Pradesh,Kanpur Nagar,2018,Murder,92,80,37,4685861,1.96,26.4410107,80.2652803,Low,98.64303517031293
141,Uttar Pradesh,Kanpur Nagar,2018,Rape,59,53,34,4685861,1.26,26.4410107,80.2652803,Low,99.12766546662974
142,Uttar Pradesh,Kanpur Nagar,2018,Kidnapping,611,551,346,4685861,13.04,26.4410107,80.2652803,Low,90.97202990861257
143,Uttar Pradesh,Kanpur Nagar,2018,Theft,366,279,176,4685861,7.81,26.4410107,80.2652803,Low,94.59291055109388
144,Uttar Pradesh,Kanpur Nagar,2018,Robbery,353,261,126,4685861,7.53,26.4410107,80.2652803,Low,94.7867626696206
145,Uttar Pradesh,Kanpur Nagar,2018,Assault,801,626,322,4685861,17.09,26.4410107,80.2652803,Low,88.16809747992247
146,Uttar Pradesh,Kanpur Nagar,2018,Burglary,167,118,61,4685861,3.56,26.4410107,80.2652803,Low,97.53530877873165
147,Uttar Pradesh,Kanpur Nagar,2018,Cybercrime,494,359,142,4685861,10.54,26.4410107,80.2652803,Low,92.70285239545832
148,Uttar Pradesh,Kanpur Nagar,2018,Dowry Deaths,1033,781,438,4685861,22.05,26.4410107,80.2652803,High,84.7341456660205
149,Uttar Pradesh,Kanpur Nagar,2018,Fraud,116,98,62,4685861,2.48,26.4410107,80.2652803,Low,98.28302409304902
150,Uttar Pradesh,Kanpur Nagar,2019,Murder,633,544,292,4685861,13.51,26.4410107,80.2652803,Low,90.64663528108557
151,Uttar Pradesh,Kanpur Nagar,2019,Rape,393,317,117,4685861,8.39,26.4410107,80.2652803,Low,94.19135973414566
152,Uttar Pradesh,Kanpur Nagar,2019,Kidnapping,321,271,171,4685861,6.85,26.4410107,80.2652803,Low,95.25754638604265
153,Uttar Pradesh,Kanpur Nagar,2019,Theft,1060,988,638,4685861,22.62,26.4410107,80.2652803,High,84.33951813901966
154,Uttar Pradesh,Kanpur Nagar,2019,Robbery,675,545,258,4685861,14.41,26.4410107,80.2652803,Low,90.02353918582111
155,Uttar Pradesh,Kanpur Nagar,2019,Assault,765,707,519,4685861,16.33,26.4410107,80.2652803,Low,88.69426751592357
156,Uttar Pradesh,Kanpur Nagar,2019,Burglary,964,810,539,4685861,20.57,26.4410107,80.2652803,Medium,85.75879257823317
157,Uttar Pradesh,Kanpur Nagar,2019,Cybercrime,379,253,147,4685861,8.09,26.4410107,80.2652803,Low,94.39905843256716
158,Uttar Pradesh,Kanpur Nagar,2019,Dowry Deaths,772,680,366,4685861,16.48,26.4410107,80.2652803,Low,88.59041816671282
159,Uttar Pradesh,Kanpur Nagar,2019,Fraud,248,198,104,4685861,5.29,26.4410107,80.2652803,Low,96.3375796178344
160,Uttar Pradesh,Kanpur Nagar,2020,Murder,951,773,301,4685861,20.3,26.4410107,80.2652803,Medium,85.94572140681251
161,Uttar Pradesh,Kanpur Nagar,2020,Rape,983,872,545,4685861,20.98,26.4410107,80.2652803,Medium,85.47493769039048
162,Uttar Pradesh,Kanpur Nagar,2020,Kidnapping,449,338,179,4685861,9.58,26.4410107,80.2652803,Low,93.36748823040709
163,Uttar Pradesh,Kanpur Nagar,2020,Theft,40,33,18,4685861,0.85,26.4410107,80.2652803,Low,99.41152035447244
164,Uttar Pradesh,Kanpur Nagar,2020,Robbery,692,549,326,4685861,14.77,26.4410107,80.2652803,Low,89.77430074771532
165,Uttar Pradesh,Kanpur Nagar,2020,Assault,1047,884,415,4685861,22.34,26.4410107,80.2652803,High,84.53337025754638
166,Uttar Pradesh,Kanpur Nagar,2020,Burglary,628,499,236,4685861,13.4,26.4410107,80.2652803,Low,90.72279147050679
167,Uttar Pradesh,Kanpur Nagar,2020,Cybercrime,1088,899,390,4685861,23.22,26.4410107,80.2652803,High,83.92412074217668
168,Uttar Pradesh,Kanpur Nagar,2020,Dowry Deaths,820,715,531,4685861,17.5,26.4410107,80.2652803,Low,87.88424259207976
169,Uttar Pradesh,Kanpur Nagar,2020,Fraud,913,786,409,4685861,19.48,26.4410107,80.2652803,Low,86.51343118249792
170,Uttar Pradesh,Kanpur Nagar,2021,Murder,1183,971,356,4685861,25.25,26.4410107,80.2652803,High,82.51869288285793
171,Uttar Pradesh,Kanpur Nagar,2021,Rape,795,600,363,4685861,16.97,26.4410107,80.2652803,Low,88.25117695929106
172,Uttar Pradesh,Kanpur Nagar,2021,Kidnapping,263,224,83,4685861,5.61,26.4410107,80.2652803,Low,96.11603433951814
173,Uttar Pradesh,Kanpur Nagar,2021,Theft,569,477,208,4685861,12.14,26.4410107,80.2652803,Low,91.59512600387704
174,Uttar Pradesh,Kanpur Nagar,2021,Robbery,578,449,206,4685861,12.33,26.4410107,80.2652803,Low,91.46358349487676
175,Uttar Pradesh,Kanpur Nagar,2021,Assault,890,673,285,4685861,18.99,26.4410107,80.2652803,Low,86.85267238991969
176,Uttar Pradesh,Kanpur Nagar,2021,Burglary,921,722,309,4685861,19.65,26.4410107,80.2652803,Low,86.39573525339242
177,Uttar Pradesh,Kanpur Nagar,2021,Cybercrime,265,244,87,4685861,5.66,26.4410107,80.2652803,Low,96.08141788978122
178,Uttar Pradesh,Kanpur Nagar,2021,Dowry Deaths,641,491,258,4685861,13.68,26.4410107,80.2652803,Low,90.52893935198006
179,Uttar Pradesh,Kanpur Nagar,2021,Fraud,1029,806,470,4685861,21.96,26.4410107,80.2652803,Medium,84.79645527554695
180,Uttar Pradesh,Kanpur Nagar,2022,Murder,487,386,168,4685861,10.39,26.4410107,80.2652803,Low,92.80670174466907
181,Uttar Pradesh,Kanpur Nagar,2022,Rape,605,527,266,4685861,12.91,26.4410107,80.2652803,Low,91.06203267792856
182,Uttar Pradesh,Kanpur Nagar,2022,Kidnapping,601,506,321,4685861,12.83,26.4410107,80.2652803,Low,91.11741899750761
183,Uttar Pradesh,Kanpur Nagar,2022,Theft,308,286,126,4685861,6.57,26.4410107,80.2652803,Low,95.45139850456937
184,Uttar Pradesh,Kanpur Nagar,2022,Robbery,814,711,445,4685861,17.37,26.4410107,80.2652803,Low,87.97424536139573
185,Uttar Pradesh,Kanpur Nagar,2022,Assault,1160,876,308,4685861,24.76,26.4410107,80.2652803,High,82.8579340902797
186,Uttar Pradesh,Kanpur Nagar,2022,Burglary,1080,762,446,4685861,23.05,26.4410107,80.2652803,High,84.04181667128219
187,Uttar Pradesh,Kanpur Nagar,2022,Cybercrime,186,170,122,4685861,3.97,26.4410107,80.2652803,Low,97.25145389088895
188,Uttar Pradesh,Kanpur Nagar,2022,Dowry Deaths,430,346,253,4685861,9.18,26.4410107,80.2652803,Low,93.6444198283024
189,Uttar Pradesh,Kanpur Nagar,2022,Fraud,842,647,240,4685861,17.97,26.4410107,80.2652803,Low,87.55884796455275
190,Uttar Pradesh,Kanpur Nagar,2023,Murder,1130,774,573,4685861,24.12,26.4410107,80.2652803,High,83.30102464691221
191,Uttar Pradesh,Kanpur Nagar,2023,Rape,428,303,196,4685861,9.13,26.4410107,80.2652803,Low,93.67903627803932
192,Uttar Pradesh,Kanpur Nagar,2023,Kidnapping,417,282,162,4685861,8.9,26.4410107,80.2652803,Low,93.83827194682914
193,Uttar Pradesh,Kanpur Nagar,2023,Theft,717,570,212,4685861,15.3,26.4410107,80.2652803,Low,89.40736638050402
194,Uttar Pradesh,Kanpur Nagar,2023,Robbery,126,83,32,4685861,2.69,26.4410107,80.2652803,Low,98.13763500415398
195,Uttar Pradesh,Kanpur Nagar,2023,Assault,1044,680,293,4685861,22.28,26.4410107,80.2652803,High,84.57490999723068
196,Uttar Pradesh,Kanpur Nagar,2023,Burglary,974,877,556,4685861,20.79,26.4410107,80.2652803,Medium,85.60648019939075
197,Uttar Pradesh,Kanpur Nagar,2023,Cybercrime,525,452,300,4685861,11.2,26.4410107,80.2652803,Low,92.24591525893105
198,Uttar Pradesh,Kanpur Nagar,2023,Dowry Deaths,391,312,210,4685861,8.34,26.4410107,80.2652803,Low,94.22597618388258
199,Uttar Pradesh,Kanpur Nagar,2023,Fraud,941,678,337,4685861,20.08,26.4410107,80.2652803,Medium,86.09803378565495
200,Uttar Pradesh,Varanasi,2014,Murder,874,700,303,2157960,40.5,25.3356491,83.0076292,High,71.96067571309887
201,Uttar Pradesh,Varanasi,2014,Rape,809,551,276,2157960,37.49,25.3356491,83.0076292,High,74.04458598726114
202,Uttar Pradesh,Varanasi,2014,Kidnapping,1051,856,572,2157960,48.7,25.3356491,83.0076292,High,66.28357795624481
203,Uttar Pradesh,Varanasi,2014,Theft,794,696,495,2157960,36.79,25.3356491,83.0076292,High,74.52921628357795
204,Uttar Pradesh,Varanasi,2014,Robbery,626,421,224,2157960,29.01,25.3356491,83.0076292,High,79.91553586264192
205,Uttar Pradesh,Varanasi,2014,Assault,819,668,401,2157960,37.95,25.3356491,83.0076292,High,73.72611464968153
206,Uttar Pradesh,Varanasi,2014,Burglary,878,699,521,2157960,40.69,25.3356491,83.0076292,High,71.82913320409858
207,Uttar Pradesh,Varanasi,2014,Cybercrime,536,405,155,2157960,24.84,25.3356491,83.0076292,High,82.80254777070064
208,Uttar Pradesh,Varanasi,2014,Dowry Deaths,741,611,221,2157960,34.34,25.3356491,83.0076292,High,76.22542232068679
209,Uttar Pradesh,Varanasi,2014,Fraud,377,312,159,2157960,17.47,25.3356491,83.0076292,Low,87.9050124619219
210,Uttar Pradesh,Varanasi,2015,Murder,837,632,262,2157960,38.79,25.3356491,83.0076292,High,73.14455829410136
211,Uttar Pradesh,Varanasi,2015,Rape,1098,875,420,2157960,50.88,25.3356491,83.0076292,High,64.77430074771532
212,Uttar Pradesh,Varanasi,2015,Kidnapping,112,102,60,2157960,5.19,25.3356491,83.0076292,Low,96.40681251730823
